179.215	2.32
179.593	2.32
179.971	2.32
180.349	-16.67
180.727	70.11
181.105	7.29
181.483	-11.69
181.86	-9.89
182.238	23.56
182.616	-3.56
182.994	3.22
183.371	3.22
183.749	15.42
184.127	14.07
184.504	24.01
184.882	5.48
185.26	-12.15
185.637	-23.45
186.015	-47.85
186.392	12.71
186.77	1.41
187.147	5.48
187.524	27.63
187.902	45.25
188.279	259.94
188.657	493.15
189.034	329.99
189.411	227.4
189.788	144.69
190.166	208.86
190.543	126.15
190.92	119.83
191.297	203.44
191.674	281.63
192.051	241.41
192.428	170.45
192.805	199.83
193.182	151.92
193.559	176.78
193.936	124.8
194.313	144.69
194.69	172.26
195.067	145.59
195.444	189.43
195.821	217
196.198	197.11
196.574	293.83
196.951	170.9
197.328	135.65
197.704	118.47
198.081	106.72
198.458	76.44
198.834	114.4
199.211	97.23
199.588	174.06
199.964	192.59
200.341	173.16
200.717	249.99
201.093	137
201.47	68.3
201.846	164.12
202.223	204.8
202.599	95.42
202.975	77.34
203.351	115.31
203.728	133.84
204.104	124.35
204.48	119.83
204.856	145.59
205.232	160.96
205.609	158.24
205.985	132.03
206.361	112.14
206.737	107.17
207.113	120.28
207.489	276.21
207.865	227.4
208.241	170.45
208.616	111.24
208.992	99.94
209.368	164.57
209.744	123.44
210.12	176.32
210.495	204.34
210.871	88.19
211.247	153.72
211.623	264.46
211.998	190.33
212.374	108.08
212.749	265.36
213.125	249.54
213.5	172.26
213.876	88.19
214.251	47.51
214.627	120.28
215.002	231.91
215.378	221.97
215.753	103.1
216.128	130.22
216.504	123.44
216.879	138.81
217.254	141.52
217.629	103.1
218.005	122.54
218.38	188.98
218.755	214.74
219.13	99.04
219.505	117.57
219.88	255.42
220.255	176.78
220.63	107.17
221.005	112.14
221.38	281.63
221.755	184.46
222.13	153.72
222.505	93.16
222.88	102.65
223.254	149.66
223.629	219.26
224.004	170.45
224.379	124.8
224.753	102.2
225.128	132.03
225.503	110.34
225.877	125.25
226.252	196.21
226.626	273.95
227.001	318.24
227.375	367.5
227.75	253.16
228.124	160.05
228.499	149.21
228.873	86.38
229.247	95.42
229.622	107.62
229.996	81.41
230.37	151.01
230.745	204.34
231.119	135.19
231.493	120.28
231.867	84.12
232.241	160.05
232.615	201.63
232.989	228.3
233.363	164.57
233.737	98.13
234.111	129.77
234.485	208.41
234.859	223.33
235.233	193.95
235.607	259.48
235.981	150.56
236.355	159.6
236.728	121.18
237.102	105.36
237.476	184.01
237.85	177.68
238.223	217.9
238.597	213.84
238.97	193.5
239.344	155.53
239.718	177.68
240.091	104.01
240.465	139.26
240.838	154.18
241.211	162.31
241.585	232.37
241.958	311.46
242.332	155.53
242.705	221.07
243.078	251.35
243.451	247.28
243.825	193.05
244.198	219.26
244.571	254.51
244.944	209.32
245.317	178.58
245.69	94.52
246.063	85.48
246.437	90.9
246.81	141.97
247.182	170.45
247.555	261.29
247.928	325.92
248.301	143.78
248.674	165.48
249.047	305.59
249.42	339.03
249.792	302.42
250.165	163.67
250.538	127.06
250.911	144.23
251.283	265.81
251.656	103.1
252.028	143.33
252.401	163.22
252.774	170
253.146	170
253.519	133.84
253.891	252.71
254.263	248.19
254.636	190.79
255.008	125.7
255.38	104.01
255.753	119.38
256.125	136.55
256.497	155.08
256.869	190.79
257.242	222.88
257.614	209.77
257.986	143.78
258.358	211.58
258.73	234.63
259.102	147.85
259.474	162.31
259.846	118.02
260.218	266.26
260.59	317.34
260.962	334.51
261.334	216.55
261.706	113.5
262.077	96.33
262.449	83.22
262.821	100.39
263.193	113.95
263.564	114.4
263.936	236.89
264.307	143.78
264.679	141.07
265.051	104.46
265.422	101.3
265.794	106.72
266.165	132.03
266.537	155.53
266.908	179.03
267.279	259.94
267.651	384.23
268.022	308.3
268.393	264
268.765	300.16
269.136	234.17
269.507	199.37
269.878	144.23
270.249	122.09
270.62	165.93
270.992	94.52
271.363	152.37
271.734	166.83
272.105	128.87
272.476	113.05
272.846	103.56
273.217	139.71
273.588	108.53
273.959	114.86
274.33	122.09
274.701	132.48
275.071	166.38
275.442	193.95
275.813	190.79
276.183	158.24
276.554	145.59
276.925	176.78
277.295	119.83
277.666	86.83
278.036	196.21
278.407	127.51
278.777	134.29
279.148	157.79
279.518	156.89
279.888	120.28
280.259	151.01
280.629	162.76
