179.215	-9.66
179.593	-9.66
179.971	-9.66
180.349	10.68
180.727	50.9
181.105	14.29
181.483	-11.47
181.86	14.75
182.238	12.49
182.616	-24.58
182.994	5.25
183.371	-26.84
183.749	14.75
184.127	4.8
184.504	16.1
184.882	-7.85
185.26	-4.24
185.637	11.58
186.015	-6.95
186.392	13.39
186.77	14.75
187.147	-25.93
187.524	31.02
187.902	45.03
188.279	299.48
188.657	457.22
189.034	340.16
189.411	207.28
189.788	134.97
190.166	185.14
190.543	140.84
190.92	99.71
191.297	223.55
191.674	289.99
192.051	217.68
192.428	189.66
192.805	199.6
193.182	157.11
193.559	189.2
193.936	105.59
194.313	121.41
194.69	148.08
195.067	101.52
195.444	190.11
195.821	216.32
196.198	206.38
196.574	297.22
196.951	140.84
197.328	138.58
197.704	158.47
198.081	137.68
198.458	100.62
198.834	144.01
199.211	107.4
199.588	199.6
199.964	246.15
200.341	164.8
200.717	212.25
201.093	178.81
201.47	107.85
201.846	122.77
202.223	172.93
202.599	97.91
202.975	100.17
203.351	123.67
203.728	144.01
204.104	120.96
204.48	129.09
204.856	140.39
205.232	160.28
205.609	125.02
205.985	106.95
206.361	118.25
206.737	128.19
207.113	135.42
207.489	243.44
207.865	239.82
208.241	157.11
208.616	84.35
208.992	93.84
209.368	131.35
209.744	132.71
210.12	182.88
210.495	192.82
210.871	113.73
211.247	229.88
211.623	249.32
211.998	207.28
212.374	145.36
212.749	273.27
213.125	237.11
213.5	147.62
213.876	83.44
214.251	94.74
214.627	97.46
215.002	222.2
215.378	198.24
215.753	87.96
216.128	110.56
216.504	94.29
216.879	142.65
217.254	114.18
217.629	87.06
218.005	142.65
218.38	182.42
218.755	207.28
219.13	80.28
219.505	149.88
219.88	224.91
220.255	191.01
220.63	84.35
221.005	72.14
221.38	334.74
221.755	226.72
222.13	167.06
222.505	94.29
222.88	89.32
223.254	147.17
223.629	200.05
224.004	179.26
224.379	106.49
224.753	128.19
225.128	118.25
225.503	110.56
225.877	86.61
226.252	189.66
226.626	270.56
227.001	325.7
227.375	395.75
227.75	266.04
228.124	149.88
228.499	159.83
228.873	87.06
229.247	115.53
229.622	121.41
229.996	87.06
230.37	139.94
230.745	243.89
231.119	202.76
231.493	129.54
231.867	64.46
232.241	151.69
232.615	198.24
232.989	237.11
233.363	147.17
233.737	90.22
234.111	146.72
234.485	186.49
234.859	267.85
235.233	215.42
235.607	244.8
235.981	153.5
236.355	155.76
236.728	103.78
237.102	150.34
237.476	153.95
237.85	176.1
238.223	223.1
238.597	239.82
238.97	182.42
239.344	126.83
239.718	170.22
240.091	149.88
240.465	150.79
240.838	138.58
241.211	145.36
241.585	264.23
241.958	330.67
242.332	167.51
242.705	228.53
243.078	230.33
243.451	265.13
243.825	165.7
244.198	208.19
244.571	271.01
244.944	181.07
245.317	192.82
245.69	112.82
246.063	115.53
246.437	79.83
246.81	76.66
247.182	155.31
247.555	245.25
247.928	311.69
248.301	132.26
248.674	123.22
249.047	308.52
249.42	350.56
249.792	312.14
250.165	134.06
250.538	130
250.911	140.39
251.283	251.12
251.656	128.19
252.028	146.27
252.401	145.36
252.774	158.92
253.146	144.91
253.519	105.14
253.891	238.47
254.263	265.13
254.636	224.46
255.008	156.21
255.38	101.07
255.753	105.14
256.125	136.78
256.497	180.62
256.869	186.04
257.242	206.38
257.614	222.65
257.986	167.96
258.358	252.48
258.73	186.94
259.102	160.73
259.474	163.44
259.846	101.52
260.218	260.61
260.59	327.05
260.962	305.81
261.334	200.5
261.706	146.27
262.077	96.55
262.449	99.71
262.821	99.26
263.193	144.91
263.564	97.46
263.936	247.06
264.307	176.55
264.679	176.55
265.051	136.32
265.422	67.17
265.794	110.56
266.165	98.81
266.537	139.49
266.908	136.78
267.279	239.37
267.651	386.71
268.022	331.57
268.393	246.15
268.765	327.51
269.136	210.9
269.507	185.59
269.878	145.36
270.249	145.82
270.62	186.94
270.992	100.62
271.363	157.11
271.734	177
272.105	137.68
272.476	122.77
272.846	105.14
273.217	96.55
273.588	121.41
273.959	166.61
274.33	106.04
274.701	164.8
275.071	221.29
275.442	183.33
